Order Date,Product Name,Products,Category,Product_Category,Region,Quantity,Sales,Profit
2/15/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,7,"$3,185 ",$765 
03/03/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,7,"$5,180 ",$463 
11/02/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,5,"$2,025 ",$295 
12/24/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,9,"$1,359 ",$188 
3/30/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,4,"$1,836 ",$463 
12/03/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,2,$702 ,$112 
12/07/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,8,"$6,576 ","$1,337 "
03/07/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,2,"$1,428 ",$398 
01/08/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,7,"$6,853 ","$1,259 "
5/16/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,2,"$1,492 ",$277 
4/29/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,6,"$1,938 ",$147 
01/08/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,5,$905 ,$71 
2/25/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,3,"$2,571 ",$510 
04/08/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,4,"$1,500 ",$128 
3/17/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,9,"$8,712 ","$1,034 "
7/23/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,4,"$1,308 ",$368 
03/06/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,4,"$2,648 ",$707 
3/18/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,9,"$9,810 ","$1,667 "
05/03/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,3,"$3,291 ",$274 
9/22/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,1,$758 ,$96 
9/29/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,7,"$2,436 ",$715 
06/01/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,7,$560 ,$163 
10/20/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,8,"$4,240 ",$520 
09/05/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,8,"$5,416 ",$404 
7/16/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,8,"$1,728 ",$478 
7/15/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,9,"$6,309 ",$801 
08/08/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,8,"$3,400 ",$759 
4/29/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,1,$403 ,$72 
12/17/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,4,"$2,108 ",$376 
9/30/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,2,"$1,090 ",$296 
11/06/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,7,"$1,274 ",$318 
04/11/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,3,"$1,056 ",$71 
06/01/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,North,9,"$5,247 ",$921 
11/06/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,7,"$6,006 ","$1,595 "
1/18/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,5,"$5,415 ","$1,262 "
2/24/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,1,$632 ,$82 
1/31/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,8,"$6,160 ",$948 
5/26/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,1,$857 ,$173 
1/28/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,1,$169 ,$23 
10/01/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,7,"$1,463 ",$175 
12/18/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,8,"$7,528 ","$1,283 "
12/24/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,2,"$1,158 ",$228 
6/17/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,4,$200 ,$20 
01/01/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,2,"$1,514 ",$181 
07/07/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,7,"$2,632 ",$739 
7/31/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,1,$358 ,$78 
06/04/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,8,"$2,360 ",$653 
8/29/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,5,"$5,275 ",$594 
04/06/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,9,"$1,719 ",$252 
02/04/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,6,"$1,956 ",$434 
8/27/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,3,"$1,875 ",$152 
6/13/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,4,$984 ,$158 
8/20/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,4,"$3,616 ",$790 
10/18/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,5,"$4,560 ","$1,181 "
9/14/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,8,"$7,496 ","$2,019 "
8/17/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,5,"$5,070 ",$890 
4/21/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,5,"$4,505 ","$1,351 "
1/13/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,2,"$1,916 ",$504 
8/28/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,7,"$8,113 ","$1,104 "
8/13/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,9,"$1,809 ",$392 
09/01/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,3,"$1,227 ",$230 
7/20/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,6,"$2,040 ",$125 
12/22/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,6,"$6,324 ",$629 
3/25/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,3,"$2,724 ",$521 
5/14/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,1,"$1,188 ",$110 
1/23/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,8,"$8,776 ","$1,561 "
3/25/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,9,"$5,553 ","$1,433 "
8/27/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,2,$970 ,$262 
7/15/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,5,$940 ,$57 
07/08/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,1,"$1,175 ",$172 
11/07/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,9,"$4,860 ","$1,426 "
10/18/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,1,$987 ,$208 
5/17/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,7,"$2,968 ",$485 
03/09/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,3,"$2,172 ",$365 
01/01/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,7,"$3,941 ",$629 
6/22/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,7,"$2,261 ",$566 
7/15/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,9,"$8,802 ","$2,520 "
3/15/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,5,"$3,025 ",$172 
1/16/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,4,"$4,428 ",$601 
10/28/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,9,"$7,344 ","$1,418 "
8/23/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,4,"$2,236 ",$168 
11/24/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,8,$536 ,$57 
10/20/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,5,"$1,980 ",$249 
1/26/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,6,"$2,100 ",$203 
4/16/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,3,"$1,497 ",$123 
7/18/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,6,"$4,200 ","$1,014 "
11/21/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,2,"$1,242 ",$192 
11/29/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,5,"$1,570 ",$313 
07/01/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,4,$428 ,$87 
02/02/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,1,$914 ,$271 
12/13/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,3,$465 ,$99 
8/27/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,2,"$1,062 ",$83 
5/26/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,8,"$8,720 ","$1,984 "
02/04/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,6,"$1,308 ",$344 
12/12/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,9,"$8,514 ","$1,292 "
02/07/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,2,"$1,212 ",$151 
4/24/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,4,"$2,576 ",$504 
9/26/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,8,"$4,800 ",$606 
10/02/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,5,"$1,440 ",$275 
09/12/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,9,"$10,251 ",$737 
1/18/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,7,"$3,038 ",$571 
11/24/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,9,"$6,993 ","$1,946 "
03/07/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,4,"$1,632 ",$248 
10/07/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,9,"$5,706 ","$1,705 "
8/29/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,9,"$9,657 ","$1,187 "
1/31/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,5,"$4,405 ",$451 
12/14/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,4,"$1,720 ",$361 
8/13/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,7,"$4,557 ",$235 
12/12/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,7,"$2,380 ",$431 
02/11/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,8,$456 ,$75 
11/16/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,6,"$6,534 ",$355 
03/04/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,6,"$3,456 ",$307 
6/29/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,9,"$8,163 ","$2,352 "
8/28/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,6,"$4,656 ",$602 
9/16/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,2,$966 ,$242 
12/02/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,4,"$2,580 ",$670 
10/02/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,9,"$8,127 ","$1,907 "
5/19/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,4,"$2,128 ",$614 
06/05/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,9,"$6,417 ","$1,101 "
06/11/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,7,"$3,997 ",$495 
3/14/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,1,$879 ,$150 
11/17/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,3,"$2,415 ",$538 
9/27/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,4,"$1,064 ",$315 
2/17/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,4,"$1,156 ",$327 
05/12/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,1,"$1,184 ",$218 
02/05/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,3,"$1,950 ",$211 
8/29/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,4,"$1,088 ",$295 
12/04/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,6,"$4,380 ",$522 
4/20/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,1,$998 ,$196 
5/25/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,6,"$5,766 ",$675 
10/09/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,6,"$3,120 ",$275 
03/07/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,7,$637 ,$68 
10/26/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,6,"$3,306 ",$698 
5/31/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,6,"$7,020 ",$727 
9/16/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,7,"$5,971 ",$502 
11/22/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,2,$750 ,$78 
4/26/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,3,"$2,379 ",$523 
8/21/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,1,$699 ,$109 
1/16/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,9,"$6,876 ","$1,895 "
02/02/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,8,"$1,800 ",$494 
07/11/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,5,"$1,255 ",$236 
06/04/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,9,"$1,998 ",$344 
11/26/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,1,$307 ,$80 
6/25/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,1,$235 ,$55 
11/01/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,6,"$1,506 ",$408 
10/26/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,8,"$2,464 ",$217 
05/12/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,2,$322 ,$42 
03/04/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,4,"$1,100 ",$100 
03/08/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,4,"$2,188 ",$266 
12/22/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,9,"$2,934 ",$473 
11/04/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,8,"$9,224 ",$514 
12/15/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,4,"$2,436 ",$143 
9/23/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,4,$972 ,$98 
10/03/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,6,"$5,484 ",$540 
10/17/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,8,"$3,152 ",$337 
3/22/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,8,"$6,032 ",$870 
04/10/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,7,"$6,384 ","$1,324 "
07/10/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,5,"$3,705 ",$707 
11/04/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,6,"$5,580 ",$394 
4/16/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,2,"$1,236 ",$121 
04/02/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,8,"$7,040 ","$1,970 "
06/11/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,9,$909 ,$138 
12/26/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,1,$106 ,$7 
11/12/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,1,$281 ,$68 
9/25/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,6,"$6,768 ","$1,851 "
03/07/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,6,"$4,302 ",$276 
11/19/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,9,"$7,146 ","$2,125 "
2/16/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,3,$582 ,$48 
08/01/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,6,$576 ,$163 
9/24/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,5,"$4,265 ",$796 
6/24/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,8,"$5,368 ",$334 
12/04/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,1,$314 ,$66 
12/24/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,6,"$2,676 ",$647 
2/13/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,4,"$3,384 ",$948 
7/20/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,6,"$3,186 ",$795 
12/20/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,4,"$1,832 ",$529 
11/02/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,8,"$4,784 ",$770 
2/16/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,1,$381 ,$63 
11/29/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,9,"$4,527 ",$677 
5/25/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,4,"$1,612 ",$240 
10/04/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,2,"$1,918 ",$436 
01/04/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,1,$179 ,$42 
5/31/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,3,"$3,153 ",$224 
4/18/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,8,"$3,864 ",$856 
5/13/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,5,"$2,440 ",$571 
3/31/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,6,"$3,660 ",$675 
08/03/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,3,$318 ,$50 
12/16/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,3,$483 ,$63 
8/21/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,6,"$6,774 ",$960 
01/02/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,5,"$5,310 ",$806 
03/06/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,6,"$5,154 ",$779 
9/19/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,9,"$6,741 ",$823 
5/13/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,2,$520 ,$61 
6/19/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,7,"$1,120 ",$112 
07/12/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,1,$911 ,$155 
3/21/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,8,"$1,064 ",$191 
4/28/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,7,"$1,981 ",$404 
4/20/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,5,"$4,280 ",$540 
6/25/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,5,"$5,125 ",$268 
12/26/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,7,"$1,575 ",$314 
4/28/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,9,"$9,972 ","$1,869 "
10/01/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,8,"$4,576 ",$900 
06/01/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,7,"$6,559 ","$1,141 "
7/20/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,1,$619 ,$35 
06/09/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,8,"$2,488 ",$152 
10/29/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,4,"$2,536 ",$149 
02/03/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,8,"$5,416 ",$298 
2/13/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,2,"$2,334 ",$158 
7/28/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,9,"$1,080 ",$183 
05/08/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,4,"$1,324 ",$127 
7/16/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,2,"$2,304 ",$444 
2/21/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,4,"$4,736 ","$1,026 "
8/14/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,9,"$2,925 ",$457 
1/27/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,9,"$6,345 ","$1,627 "
6/13/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,9,"$4,221 ",$913 
12/06/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,7,$462 ,$57 
5/13/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,7,"$7,588 ","$1,626 "
12/12/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,6,"$5,232 ","$1,271 "
08/01/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,8,"$1,440 ",$402 
3/31/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,2,"$1,026 ",$226 
9/21/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,7,"$7,455 ","$1,008 "
11/29/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,8,"$2,456 ",$404 
11/01/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,3,"$2,859 ",$405 
01/08/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,1,$311 ,$51 
10/28/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,9,"$1,260 ",$247 
1/18/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,1,$466 ,$102 
2/22/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,3,$867 ,$58 
2/24/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,6,"$3,888 ",$276 
04/12/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,4,"$3,032 ",$347 
12/22/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,7,"$4,704 ",$979 
10/27/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,3,"$3,186 ",$528 
8/18/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,9,"$6,183 ",$360 
10/14/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,1,$243 ,$22 
6/20/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,3,$897 ,$236 
12/19/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,9,"$4,563 ",$676 
9/18/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,4,$628 ,$157 
